"Age"	"Iteration"	"MeanIndividualLength"	"Stratum"	"Quarter"
11	36	0	"27.4.aE"	"Q4"
12	36	29.205662390094	"27.4.aE"	"Q4"
13	36	29.210793223449	"27.4.aE"	"Q4"
14	36	0	"27.4.aE"	"Q4"
15	36	0	"27.4.aE"	"Q4"
1	37	23.309567382691	"27.4.aE"	"Q4"
2	37	25.870324856005	"27.4.aE"	"Q4"
3	37	27.237098730365	"27.4.aE"	"Q4"
4	37	27.992933757587	"27.4.aE"	"Q4"
5	37	28.41807602816	"27.4.aE"	"Q4"
6	37	28.659339775666	"27.4.aE"	"Q4"
7	37	28.796917360922	"27.4.aE"	"Q4"
