"Age"	"Iteration"	"MeanIndividualWeight"	"Stratum"	"Quarter"
2	35	0.137233749796	"27.4.aE"	"Q4"
3	35	0.151524301191	"27.4.aE"	"Q4"
4	35	0.163555918153	"27.4.aE"	"Q4"
5	35	0.174054353966	"27.4.aE"	"Q4"
6	35	0.183431575357	"27.4.aE"	"Q4"
7	35	0.191946642175	"27.4.aE"	"Q4"
8	35	0.199774331317	"27.4.aE"	"Q4"
9	35	0.207038789827	"27.4.aE"	"Q4"
10	35	0.213831747911	"27.4.aE"	"Q4"
11	35	0.220223131015	"27.4.aE"	"Q4"
12	35	0.226267609434	"27.4.aE"	"Q4"
13	35	0.232008831926	"27.4.aE"	"Q4"
14	35	0	"27.4.aE"	"Q4"
15	35	0.242717179652	"27.4.aE"	"Q4"
1	36	0.116433853455	"27.4.aE"	"Q4"
2	36	0.133746741066	"27.4.aE"	"Q4"
3	36	0.147419618625	"27.4.aE"	"Q4"
4	36	0.158913687643	"27.4.aE"	"Q4"
5	36	0.168931003516	"27.4.aE"	"Q4"
6	36	0.177869570469	"27.4.aE"	"Q4"
7	36	0.185979408077	"27.4.aE"	"Q4"
8	36	0.19342904623	"27.4.aE"	"Q4"
9	36	0.200338103697	"27.4.aE"	"Q4"
10	36	0.206794905573	"27.4.aE"	"Q4"
11	36	0.212866741191	"27.4.aE"	"Q4"
12	36	0.218606191235	"27.4.aE"	"Q4"
13	36	0.22405521526	"27.4.aE"	"Q4"
14	36	0	"27.4.aE"	"Q4"
15	36	0	"27.4.aE"	"Q4"
1	37	0.138570761687	"27.4.aE"	"Q4"
2	37	0.158719202102	"27.4.aE"	"Q4"
3	37	0.174592916833	"27.4.aE"	"Q4"
4	37	0.187913412848	"27.4.aE"	"Q4"
5	37	0.199506182396	"27.4.aE"	"Q4"
