"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"SalgslagID"	"Salgslag"	"Salgslag_kode"
"1589554"	2	"2013"	"LK419"	2022	"07.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589778"	2	"2013"	"LK419"	2022	"12.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587051"	1	"2013"	"M 0070HØ"	2022	"15.09.2022"	"53"	NA	"42"	"34"	69.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588262"	3	"2013"	"H 0001AV"	2022	"06.10.2022"	"53"	NA	"08"	"54"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588264"	1	"2013"	"H 0001AV"	2022	"06.10.2022"	"53"	NA	"08"	"55"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588189"	1	"2013"	"H 0001O"	2022	"05.10.2022"	"53"	NA	"42"	"34"	68.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584592"	1	"2013"	"H 0021F"	2022	"16.08.2022"	"53"	NA	"34"	"05"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588530"	1	"2013"	"M 0300A"	2022	"17.10.2022"	"53"	NA	"07"	"15"	71.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588528"	1	"2013"	"M 0300A"	2022	"17.10.2022"	"53"	NA	"07"	"15"	71.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588530"	2	"2013"	"M 0300A"	2022	"17.10.2022"	"53"	NA	"07"	"15"	71.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588599"	1	"2013"	"TF0195M"	2022	"18.10.2022"	"53"	NA	"07"	"15"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589187"	1	"2013"	"M 0250HØ"	2022	"30.10.2022"	"53"	NA	"28"	"54"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584592"	2	"2013"	"H 0021F"	2022	"16.08.2022"	"53"	NA	"34"	"05"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589110"	1	"2013"	"H 0365AV"	2022	"29.10.2022"	"53"	NA	"30"	"04"	78.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585313"	2	"2013"	"H 0021F"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589217"	3	"2013"	"H 0002F"	2022	"31.10.2022"	"53"	NA	"08"	"55"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588272"	1	"2013"	"M 0022HØ"	2022	"07.10.2022"	"53"	NA	"08"	"54"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589114"	1	"2013"	"N 0118LN"	2022	"29.10.2022"	"53"	NA	"07"	"14"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589110"	2	"2013"	"H 0365AV"	2022	"29.10.2022"	"53"	NA	"30"	"04"	78.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589112"	1	"2013"	"H 0001BN"	2022	"29.10.2022"	"53"	NA	"30"	"04"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587168"	2	"2013"	"M 0040HØ"	2022	"20.09.2022"	"53"	NA	"30"	"14"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588270"	1	"2013"	"M 0022HØ"	2022	"07.10.2022"	"53"	NA	"08"	"54"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588270"	3	"2013"	"M 0022HØ"	2022	"07.10.2022"	"53"	NA	"08"	"54"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589263"	1	"2013"	"LK362"	2022	"31.10.2022"	"53"	NA	"42"	"53"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588191"	3	"2013"	"H 0001O"	2022	"05.10.2022"	"53"	NA	"08"	"54"	68.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588279"	3	"2013"	"H 0077AV"	2022	"07.10.2022"	"53"	NA	"42"	"34"	68.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589217"	1	"2013"	"H 0002F"	2022	"31.10.2022"	"53"	NA	"08"	"55"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588534"	2	"2013"	"N 0200B"	2022	"17.10.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588534"	1	"2013"	"N 0200B"	2022	"17.10.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588536"	1	"2013"	"N 0200B"	2022	"17.10.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589778"	1	"2013"	"LK419"	2022	"12.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588262"	1	"2013"	"H 0001AV"	2022	"06.10.2022"	"53"	NA	"08"	"54"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587051"	2	"2013"	"M 0070HØ"	2022	"15.09.2022"	"53"	NA	"42"	"34"	69.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589035"	1	"2013"	"H 0365AV"	2022	"27.10.2022"	"53"	NA	"07"	"14"	78.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588536"	2	"2013"	"N 0200B"	2022	"17.10.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588599"	2	"2013"	"TF0195M"	2022	"18.10.2022"	"53"	NA	"07"	"15"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586865"	2	"2013"	"M 0625H"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586685"	2	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586924"	1	"2013"	"R 0020V"	2022	"13.09.2022"	"53"	NA	"08"	"55"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586925"	2	"2013"	"T 0055G"	2022	"13.09.2022"	"53"	NA	"08"	"54"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585741"	1	"2013"	"H 0021F"	2022	"30.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588193"	1	"2013"	"H 0001BN"	2022	"05.10.2022"	"53"	NA	"42"	"24"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587168"	1	"2013"	"M 0040HØ"	2022	"20.09.2022"	"53"	NA	"30"	"14"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587169"	1	"2013"	"M 0040HØ"	2022	"20.09.2022"	"53"	NA	"30"	"14"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586923"	2	"2013"	"R 0020V"	2022	"13.09.2022"	"53"	NA	"28"	"52"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585388"	1	"2013"	"VA0110S"	2022	"26.08.2022"	"53"	NA	"07"	"20"	37.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586219"	1	"2013"	"M 0040HØ"	2022	"05.09.2022"	"53"	NA	"28"	"52"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587052"	3	"2013"	"M 0029HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586625"	1	"2013"	"M 0250HØ"	2022	"10.09.2022"	"53"	NA	"30"	"04"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585740"	1	"2013"	"H 0021F"	2022	"30.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585740"	2	"2013"	"H 0021F"	2022	"30.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585740"	3	"2013"	"H 0021F"	2022	"30.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588262"	2	"2013"	"H 0001AV"	2022	"06.10.2022"	"53"	NA	"08"	"54"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588264"	2	"2013"	"H 0001AV"	2022	"06.10.2022"	"53"	NA	"08"	"55"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586218"	1	"2013"	"H 0001O"	2022	"05.09.2022"	"53"	NA	"28"	"51"	68.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585955"	1	"2013"	"H 0005ØN"	2022	"01.09.2022"	"53"	NA	"30"	"08"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585965"	1	"2013"	"H 0001AV"	2022	"01.09.2022"	"53"	NA	"30"	"08"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585601"	3	"2013"	"T 0055G"	2022	"28.08.2022"	"53"	NA	"30"	"09"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585602"	1	"2013"	"T 0055G"	2022	"28.08.2022"	"53"	NA	"30"	"13"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585313"	1	"2013"	"H 0021F"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585387"	2	"2013"	"VA0110S"	2022	"26.08.2022"	"53"	NA	"07"	"20"	37.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588593"	2	"2013"	"H 0058AV"	2022	"18.10.2022"	"53"	NA	"07"	"18"	71.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585961"	1	"2013"	"M 0023HØ"	2022	"01.09.2022"	"53"	NA	"30"	"14"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587043"	3	"2013"	"M 0040HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586218"	2	"2013"	"H 0001O"	2022	"05.09.2022"	"53"	NA	"28"	"51"	68.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585602"	2	"2013"	"T 0055G"	2022	"28.08.2022"	"53"	NA	"30"	"13"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585388"	3	"2013"	"VA0110S"	2022	"26.08.2022"	"53"	NA	"07"	"20"	37.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585601"	1	"2013"	"T 0055G"	2022	"28.08.2022"	"53"	NA	"30"	"09"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585601"	2	"2013"	"T 0055G"	2022	"28.08.2022"	"53"	NA	"30"	"09"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586680"	2	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"51"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587052"	1	"2013"	"M 0029HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587052"	2	"2013"	"M 0029HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587316"	2	"2013"	"H 0021F"	2022	"22.09.2022"	"53"	NA	"30"	"08"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586679"	3	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586925"	3	"2013"	"T 0055G"	2022	"13.09.2022"	"53"	NA	"08"	"54"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586129"	1	"2013"	"VL0001ØN"	2022	"04.09.2022"	"53"	NA	"28"	"51"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587316"	1	"2013"	"H 0021F"	2022	"22.09.2022"	"53"	NA	"30"	"08"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586864"	2	"2013"	"M 0625H"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585965"	3	"2013"	"H 0001AV"	2022	"01.09.2022"	"53"	NA	"30"	"08"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586542"	1	"2013"	"VL0001ØN"	2022	"09.09.2022"	"53"	NA	"42"	"84"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586542"	2	"2013"	"VL0001ØN"	2022	"09.09.2022"	"53"	NA	"42"	"84"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586625"	2	"2013"	"M 0250HØ"	2022	"10.09.2022"	"53"	NA	"30"	"04"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585961"	3	"2013"	"M 0023HØ"	2022	"01.09.2022"	"53"	NA	"30"	"14"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586818"	2	"2013"	"H 0005ØN"	2022	"12.09.2022"	"53"	NA	"28"	"52"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586679"	1	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586684"	1	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587111"	1	"2013"	"H 0021F"	2022	"19.09.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586633"	2	"2013"	"H 0020B"	2022	"10.09.2022"	"53"	NA	"42"	"84"	63.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584592"	3	"2013"	"H 0021F"	2022	"16.08.2022"	"53"	NA	"34"	"05"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586632"	1	"2013"	"H 0020B"	2022	"10.09.2022"	"53"	NA	"42"	"84"	63.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586632"	2	"2013"	"H 0020B"	2022	"10.09.2022"	"53"	NA	"42"	"84"	63.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586997"	3	"2013"	"H 0021F"	2022	"14.09.2022"	"53"	NA	"08"	"54"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586685"	3	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586680"	1	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"51"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587050"	1	"2013"	"M 0070HØ"	2022	"15.09.2022"	"53"	NA	"42"	"34"	69.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587050"	2	"2013"	"M 0070HØ"	2022	"15.09.2022"	"53"	NA	"42"	"34"	69.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586865"	1	"2013"	"M 0625H"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586684"	3	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585388"	2	"2013"	"VA0110S"	2022	"26.08.2022"	"53"	NA	"07"	"20"	37.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585331"	2	"2013"	"H 0365AV"	2022	"25.08.2022"	"53"	NA	"07"	"20"	78.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585312"	1	"2013"	"H 0021F"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587169"	2	"2013"	"M 0040HØ"	2022	"20.09.2022"	"53"	NA	"30"	"14"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586219"	3	"2013"	"M 0040HØ"	2022	"05.09.2022"	"53"	NA	"28"	"52"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585962"	1	"2013"	"M 0023HØ"	2022	"01.09.2022"	"53"	NA	"30"	"13"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586684"	2	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586685"	1	"2013"	"H 0002F"	2022	"11.09.2022"	"53"	NA	"28"	"52"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586923"	1	"2013"	"R 0020V"	2022	"13.09.2022"	"53"	NA	"28"	"52"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586924"	2	"2013"	"R 0020V"	2022	"13.09.2022"	"53"	NA	"08"	"55"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587043"	1	"2013"	"M 0040HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585961"	2	"2013"	"M 0023HØ"	2022	"01.09.2022"	"53"	NA	"30"	"14"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586679"	2	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585429"	2	"2013"	"M 0040HØ"	2022	"26.08.2022"	"53"	NA	"07"	"20"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586925"	1	"2013"	"T 0055G"	2022	"13.09.2022"	"53"	NA	"08"	"54"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585331"	1	"2013"	"H 0365AV"	2022	"25.08.2022"	"53"	NA	"07"	"20"	78.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585313"	3	"2013"	"H 0021F"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585429"	1	"2013"	"M 0040HØ"	2022	"26.08.2022"	"53"	NA	"07"	"20"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586129"	2	"2013"	"VL0001ØN"	2022	"04.09.2022"	"53"	NA	"28"	"51"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586633"	1	"2013"	"H 0020B"	2022	"10.09.2022"	"53"	NA	"42"	"84"	63.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586818"	1	"2013"	"H 0005ØN"	2022	"12.09.2022"	"53"	NA	"28"	"52"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585955"	3	"2013"	"H 0005ØN"	2022	"01.09.2022"	"53"	NA	"30"	"08"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586864"	1	"2013"	"M 0625H"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585312"	2	"2013"	"H 0021F"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585955"	2	"2013"	"H 0005ØN"	2022	"01.09.2022"	"53"	NA	"30"	"08"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583066"	1	"2013"	"SF0029F"	2022	"13.06.2022"	"11"	NA	"28"	"36"	10.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582805"	1	"2013"	"VL0032KI"	2022	"23.05.2022"	"11"	NA	"28"	"36"	8.53	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582944"	1	"2013"	"ZZ1401ZZ"	2022	"19.05.2022"	"12"	NA	"28"	"36"	NA	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582985"	1	"2013"	"ZZ1401ZZ"	2022	"31.05.2022"	"12"	NA	"28"	"36"	NA	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583892"	1	"2013"	"VL0032KI"	2022	"05.07.2022"	"12"	NA	"28"	"36"	8.53	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583541"	1	"2013"	"SF0089V"	2022	"20.06.2022"	"12"	NA	"28"	"36"	7	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582720"	1	"2013"	"ZZ1401ZZ"	2022	"23.05.2022"	"12"	NA	"28"	"36"	NA	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1581026"	4	"2013"	"VL0182AV"	2022	"06.01.2022"	"11"	NA	"42"	"64"	74.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587525"	2	"2013"	"H 0026AV"	2022	"24.09.2022"	"11"	NA	"30"	"04"	70	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587318"	1	"2013"	"VL0009AV"	2022	"22.09.2022"	"11"	NA	"30"	"08"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587156"	1	"2013"	"H 0001AV"	2022	"20.09.2022"	"11"	NA	"30"	"14"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587525"	1	"2013"	"H 0026AV"	2022	"24.09.2022"	"11"	NA	"30"	"04"	70	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587589"	1	"2013"	"H 0004O"	2022	"25.09.2022"	"11"	NA	"30"	"04"	59.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587590"	2	"2013"	"H 0004O"	2022	"25.09.2022"	"11"	NA	"30"	"04"	59.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588796"	3	"2013"	"R 0080ES"	2022	"22.10.2022"	"11"	NA	"42"	"54"	58.92	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585743"	1	"2013"	"R 0020V"	2022	"29.08.2022"	"11"	NA	"30"	"14"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585743"	3	"2013"	"R 0020V"	2022	"29.08.2022"	"11"	NA	"30"	"14"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587401"	2	"2013"	"N 0119SO"	2022	"23.09.2022"	"11"	NA	"30"	"09"	54.05	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586939"	1	"2013"	"N 0400B"	2022	"13.09.2022"	"11"	NA	"28"	"51"	80.16	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586939"	2	"2013"	"N 0400B"	2022	"13.09.2022"	"11"	NA	"28"	"51"	80.16	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587157"	1	"2013"	"H 0001AV"	2022	"20.09.2022"	"11"	NA	"30"	"14"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587401"	1	"2013"	"N 0119SO"	2022	"23.09.2022"	"11"	NA	"30"	"09"	54.05	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587590"	1	"2013"	"H 0004O"	2022	"25.09.2022"	"11"	NA	"30"	"04"	59.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585945"	2	"2013"	"N 0200B"	2022	"01.09.2022"	"11"	NA	"30"	"14"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586088"	1	"2013"	"SF0046V"	2022	"03.09.2022"	"11"	NA	"28"	"52"	69.65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586898"	1	"2013"	"M 0250HØ"	2022	"12.09.2022"	"11"	NA	"08"	"55"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587155"	1	"2013"	"H 0001AV"	2022	"20.09.2022"	"11"	NA	"30"	"14"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586089"	1	"2013"	"SF0046V"	2022	"03.09.2022"	"11"	NA	"28"	"52"	69.65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586090"	1	"2013"	"SF0046V"	2022	"03.09.2022"	"11"	NA	"28"	"52"	69.65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586090"	2	"2013"	"SF0046V"	2022	"03.09.2022"	"11"	NA	"28"	"52"	69.65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586090"	3	"2013"	"SF0046V"	2022	"03.09.2022"	"11"	NA	"28"	"52"	69.65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585786"	1	"2013"	"TR0019F"	2022	"30.08.2022"	"11"	NA	"30"	"14"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585786"	2	"2013"	"TR0019F"	2022	"30.08.2022"	"11"	NA	"30"	"14"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586899"	1	"2013"	"M 0250HØ"	2022	"12.09.2022"	"11"	NA	"08"	"55"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587587"	1	"2013"	"H 0004O"	2022	"25.09.2022"	"11"	NA	"30"	"04"	59.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587588"	1	"2013"	"H 0004O"	2022	"25.09.2022"	"11"	NA	"30"	"04"	59.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585537"	1	"2013"	"M 0022HØ"	2022	"27.08.2022"	"11"	NA	"30"	"14"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585004"	2	"2013"	"SF0045A"	2022	"21.08.2022"	"11"	NA	"30"	"14"	32.42	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584703"	1	"2013"	"M 0029HØ"	2022	"17.08.2022"	"11"	NA	"30"	"13"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584458"	1	"2013"	"SF0045A"	2022	"14.08.2022"	"11"	NA	"30"	"14"	32.42	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584347"	1	"2013"	"H 0001BN"	2022	"12.08.2022"	"11"	NA	"34"	"05"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584354"	1	"2013"	"M 0022HØ"	2022	"12.08.2022"	"11"	NA	"34"	"05"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584639"	1	"2013"	"M 0061SØ"	2022	"16.08.2022"	"11"	NA	"34"	"05"	32.32	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584640"	1	"2013"	"M 0061SØ"	2022	"16.08.2022"	"11"	NA	"34"	"05"	32.32	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
