"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"KvotefartøyRegMerke"	"Kvotetype_kode"	"Kvotetype_bokmål"
"1586539"	1	"2013"	"T 0055G"	2022	"09.09.2022"	"53"	NA	"42"	"84"	69.99	"NOR"	0	"T 0055G"	"01"	"Vanlig kvote"
"1586630"	1	"2013"	"M 0400A"	2022	"10.09.2022"	"53"	NA	"30"	"04"	80	"NOR"	0	"M 0400A"	"01"	"Vanlig kvote"
"1586630"	2	"2013"	"M 0400A"	2022	"10.09.2022"	"53"	NA	"30"	"04"	80	"NOR"	0	"M 0400A"	"01"	"Vanlig kvote"
"1587236"	1	"2013"	"VL0001ØN"	2022	"21.09.2022"	"53"	NA	"30"	"08"	86.1	"NOR"	0	"VL9001ØN"	"01"	"Vanlig kvote"
"1586897"	2	"2013"	"M 0250HØ"	2022	"12.09.2022"	"53"	NA	"08"	"55"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"1586120"	2	"2013"	"M 0023HØ"	2022	"04.09.2022"	"53"	NA	"28"	"51"	69.95	"NOR"	0	"M 0023HØ"	"01"	"Vanlig kvote"
"1587102"	1	"2013"	"VL0264AV"	2022	"19.09.2022"	"53"	NA	"30"	"14"	87.8	"NOR"	0	"VL0264AV"	"01"	"Vanlig kvote"
"1585946"	1	"2013"	"N 0200B"	2022	"01.09.2022"	"53"	NA	"30"	"14"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1584968"	2	"2013"	"VA0110S"	2022	"21.08.2022"	"53"	NA	"28"	"02"	37.3	"NOR"	8	"AG9003K"	"01"	"Vanlig kvote"
"1586845"	4	"2013"	"VL0264AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	87.8	"NOR"	0	"VL0264AV"	"01"	"Vanlig kvote"
"1586687"	1	"2013"	"M 0023HØ"	2022	"11.09.2022"	"53"	NA	"28"	"54"	69.95	"NOR"	0	"M 0023HØ"	"01"	"Vanlig kvote"
"1586940"	1	"2013"	"N 0400B"	2022	"13.09.2022"	"53"	NA	"28"	"51"	80.16	"NOR"	0	"N 0400B"	"01"	"Vanlig kvote"
"1587319"	1	"2013"	"VL0009AV"	2022	"22.09.2022"	"53"	NA	"30"	"08"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1587105"	1	"2013"	"VL0264AV"	2022	"19.09.2022"	"53"	NA	"30"	"14"	87.8	"NOR"	0	"VL0264AV"	"01"	"Vanlig kvote"
"1585824"	2	"2013"	"VL0001ØN"	2022	"31.08.2022"	"53"	NA	"30"	"13"	86.1	"NOR"	0	"VL0001ØN"	"01"	"Vanlig kvote"
"1585824"	4	"2013"	"VL0001ØN"	2022	"31.08.2022"	"53"	NA	"30"	"13"	86.1	"NOR"	0	"VL0001ØN"	"01"	"Vanlig kvote"
"1586709"	2	"2013"	"H 0001AV"	2022	"11.09.2022"	"53"	NA	"28"	"52"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1586688"	2	"2013"	"M 0023HØ"	2022	"11.09.2022"	"53"	NA	"28"	"52"	69.95	"NOR"	0	"M 0023HØ"	"01"	"Vanlig kvote"
"1585826"	1	"2013"	"VL0001ØN"	2022	"31.08.2022"	"53"	NA	"30"	"13"	86.1	"NOR"	0	"VL0001ØN"	"01"	"Vanlig kvote"
"1586709"	1	"2013"	"H 0001AV"	2022	"11.09.2022"	"53"	NA	"28"	"52"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1586709"	3	"2013"	"H 0001AV"	2022	"11.09.2022"	"53"	NA	"28"	"52"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1586845"	1	"2013"	"VL0264AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	87.8	"NOR"	0	"VL0264AV"	"01"	"Vanlig kvote"
"1585315"	2	"2013"	"T 0055G"	2022	"25.08.2022"	"53"	NA	"30"	"14"	69.99	"NOR"	0	"T 0055G"	"01"	"Vanlig kvote"
"1586846"	5	"2013"	"VL0264AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	87.8	"NOR"	0	"VL0264AV"	"01"	"Vanlig kvote"
"7000011444969"	4	"2013"	"TR0005Ø"	2022	"15.08.2022"	"22"	NA	"07"	"25"	7.84	"NOR"	8	NA	"01"	"Vanlig kvote"
"7000011437089"	2	"2013"	"UAP703"	2022	"19.07.2022"	"33"	NA	"07"	"27"	NA	"NOR"	8	NA	"05"	"Ungdomskvote"
"7000011473561"	3	"2013"	"VAG552"	2022	"02.11.2022"	"33"	NA	"07"	"27"	NA	"NOR"	8	NA	"06"	"Fritidsfiske"
"7000011437748"	1	"2013"	"UAP703"	2022	"21.07.2022"	"33"	NA	"07"	"27"	NA	"NOR"	8	NA	"05"	"Ungdomskvote"
"1587035"	1	"2013"	"ST0060R"	2022	"15.09.2022"	"11"	NA	"06"	"06"	12.38	"NOR"	8	"ST0060R"	"01"	"Vanlig kvote"
"1900205"	1	"2013"	"ST0030R"	2022	"22.07.2022"	"11"	NA	"06"	"06"	9.45	"NOR"	8	"ST0030R"	"01"	"Vanlig kvote"
"1586203"	1	"2013"	"ST0030R"	2022	"05.09.2022"	"11"	NA	"06"	"06"	9.45	"NOR"	8	"ST0030R"	"01"	"Vanlig kvote"
"1583290"	1	"2013"	"ST0060R"	2022	"21.06.2022"	"11"	NA	"06"	"06"	12.38	"NOR"	8	"ST0060R"	"01"	"Vanlig kvote"
"1583293"	1	"2013"	"ST0030R"	2022	"21.06.2022"	"11"	NA	"06"	"06"	9.45	"NOR"	8	"ST0030R"	"01"	"Vanlig kvote"
"1900441"	1	"2013"	"ST0030R"	2022	"06.09.2022"	"11"	NA	"06"	"06"	9.45	"NOR"	8	"ST0030R"	"01"	"Vanlig kvote"
"1900104"	1	"2013"	"ST0030R"	2022	"17.06.2022"	"11"	NA	"06"	"06"	9.45	"NOR"	8	"ST0030R"	"01"	"Vanlig kvote"
"1587796"	2	"2013"	"M351"	2022	"18.09.2022"	"53"	NA	"05"	"22"	NA	"RUS"	0	"M351"	"04"	"Annet lands kvote"
"1587796"	3	"2013"	"M351"	2022	"18.09.2022"	"53"	NA	"05"	"22"	NA	"RUS"	0	"M351"	"04"	"Annet lands kvote"
"1587796"	1	"2013"	"M351"	2022	"18.09.2022"	"53"	NA	"05"	"22"	NA	"RUS"	0	"M351"	"04"	"Annet lands kvote"
"1587444"	1	"2013"	"VL0182AV"	2022	"23.09.2022"	"11"	NA	"30"	"08"	74.6	"NOR"	0	"VL0182AV"	"01"	"Vanlig kvote"
"1583459"	1	"2013"	"SF0100SU"	2022	"28.06.2022"	"11"	NA	"05"	"29"	38.55	"NOR"	8	"SF0100SU"	"01"	"Vanlig kvote"
"1583481"	1	"2013"	"T 0016LK"	2022	"28.06.2022"	"11"	NA	"05"	"29"	27.4	"NOR"	8	"T 0016LK"	"01"	"Vanlig kvote"
"1587443"	1	"2013"	"VL0182AV"	2022	"23.09.2022"	"11"	NA	"30"	"08"	74.6	"NOR"	0	"VL0182AV"	"01"	"Vanlig kvote"
"1583257"	1	"2013"	"NT0030NR"	2022	"19.06.2022"	"11"	NA	"05"	"20"	27.15	"NOR"	0	"NT0030NR"	"01"	"Vanlig kvote"
"1583524"	1	"2013"	"T 0016LK"	2022	"29.06.2022"	"11"	NA	"05"	"30"	27.4	"NOR"	0	"T 0016LK"	"01"	"Vanlig kvote"
"1583523"	1	"2013"	"SF0100SU"	2022	"29.06.2022"	"11"	NA	"05"	"30"	38.55	"NOR"	0	"SF0100SU"	"01"	"Vanlig kvote"
"1583479"	1	"2013"	"T 0111T"	2022	"28.06.2022"	"11"	NA	"05"	"29"	37.9	"NOR"	8	"T 0111T"	"01"	"Vanlig kvote"
"1583280"	1	"2013"	"ST0031RS"	2022	"20.06.2022"	"11"	NA	"05"	"20"	36.26	"NOR"	0	"ST0031RS"	"01"	"Vanlig kvote"
"1583246"	1	"2013"	"SF0100SU"	2022	"19.06.2022"	"11"	NA	"05"	"20"	38.55	"NOR"	0	"SF0100SU"	"01"	"Vanlig kvote"
"1583532"	1	"2013"	"T 0111T"	2022	"29.06.2022"	"11"	NA	"05"	"30"	37.9	"NOR"	0	"T 0111T"	"01"	"Vanlig kvote"
"4015809"	1	"2013"	"AG0034LS"	2022	"21.11.2022"	"33"	NA	"09"	"30"	9.67	"NOR"	8	"AG0034LS"	"01"	"Vanlig kvote"
"1900252"	2	"2013"	"VA0085S"	2022	"04.08.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"4007386"	1	"2013"	"VA0016K"	2022	"28.06.2022"	"34"	NA	"09"	"12"	10.66	"NOR"	8	"VA0016K"	"01"	"Vanlig kvote"
"1900124"	1	"2013"	"VA0015K"	2022	"24.06.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900527"	1	"2013"	"VA0085S"	2022	"20.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900058"	1	"2013"	"VA0015K"	2022	"25.05.2022"	"21"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900026"	1	"2013"	"VA0076K"	2022	"26.04.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900495"	1	"2013"	"VA0085S"	2022	"13.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900409"	1	"2013"	"VA0085S"	2022	"01.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900226"	2	"2013"	"VA0085S"	2022	"29.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900222"	2	"2013"	"VA0085S"	2022	"28.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900173"	1	"2013"	"VA0003K"	2022	"11.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900189"	1	"2013"	"VA0085S"	2022	"15.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900179"	1	"2013"	"VA0003K"	2022	"12.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900219"	1	"2013"	"VA0015K"	2022	"27.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900215"	1	"2013"	"VA0085S"	2022	"26.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900113"	1	"2013"	"VA0003K"	2022	"20.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900118"	1	"2013"	"VA0003K"	2022	"21.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900231"	1	"2013"	"VA0015K"	2022	"01.08.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900231"	2	"2013"	"VA0015K"	2022	"01.08.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900087"	1	"2013"	"VA0085S"	2022	"09.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900028"	1	"2013"	"VA0076K"	2022	"27.04.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900028"	2	"2013"	"VA0076K"	2022	"27.04.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900495"	2	"2013"	"VA0085S"	2022	"13.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900226"	1	"2013"	"VA0085S"	2022	"29.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900230"	2	"2013"	"VA0085S"	2022	"01.08.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900216"	2	"2013"	"VA0015K"	2022	"26.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900155"	1	"2013"	"VA0003K"	2022	"04.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900156"	1	"2013"	"VA0015K"	2022	"04.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900146"	1	"2013"	"VA0015K"	2022	"30.06.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900640"	1	"2013"	"VA0085S"	2022	"01.10.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900662"	1	"2013"	"VA0085S"	2022	"09.10.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900607"	1	"2013"	"VA0085S"	2022	"29.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900078"	1	"2013"	"VA0076K"	2022	"08.06.2022"	"21"	NA	"09"	"12"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900067"	1	"2013"	"VA0015K"	2022	"01.06.2022"	"21"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900064"	1	"2013"	"VA0076K"	2022	"31.05.2022"	"21"	NA	"09"	"12"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900618"	1	"2013"	"VA0085S"	2022	"30.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900223"	1	"2013"	"VA0015K"	2022	"28.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900174"	1	"2013"	"VA0085S"	2022	"11.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900222"	1	"2013"	"VA0085S"	2022	"28.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900150"	1	"2013"	"VA0003K"	2022	"01.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900402"	1	"2013"	"VA0085S"	2022	"01.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900402"	2	"2013"	"VA0085S"	2022	"01.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900559"	1	"2013"	"VA0003K"	2022	"23.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900144"	1	"2013"	"VA0003K"	2022	"30.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900190"	4	"2013"	"VA0015K"	2022	"15.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900122"	1	"2013"	"VA0003K"	2022	"23.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900102"	1	"2013"	"VA0003K"	2022	"16.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"4012447"	1	"2013"	"AG0006K"	2022	"09.09.2022"	"34"	NA	"09"	"12"	6.11	"NOR"	8	"AG0006K"	"01"	"Vanlig kvote"
"1900619"	1	"2013"	"VA0003K"	2022	"30.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900493"	1	"2013"	"VA0085S"	2022	"13.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900606"	1	"2013"	"VA0003K"	2022	"29.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900401"	1	"2013"	"VA0003K"	2022	"01.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	0	"VA0003K"	"01"	"Vanlig kvote"
"1900227"	2	"2013"	"VA0015K"	2022	"29.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900216"	1	"2013"	"VA0015K"	2022	"26.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900167"	1	"2013"	"VA0085S"	2022	"08.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900227"	1	"2013"	"VA0015K"	2022	"29.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900024"	1	"2013"	"VA0076K"	2022	"19.04.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900517"	1	"2013"	"VA0085S"	2022	"15.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900492"	1	"2013"	"VA0003K"	2022	"12.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900191"	2	"2013"	"VA0003K"	2022	"18.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900183"	2	"2013"	"VA0085S"	2022	"13.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900219"	2	"2013"	"VA0015K"	2022	"27.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900252"	1	"2013"	"VA0085S"	2022	"04.08.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"4006645"	1	"2013"	"VA0016K"	2022	"10.06.2022"	"34"	NA	"09"	"12"	10.66	"NOR"	8	"VA0016K"	"01"	"Vanlig kvote"
"1900215"	2	"2013"	"VA0085S"	2022	"26.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900158"	1	"2013"	"VA0085S"	2022	"05.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900039"	1	"2013"	"VA0076K"	2022	"05.05.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900039"	2	"2013"	"VA0076K"	2022	"05.05.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900040"	1	"2013"	"VA0015K"	2022	"04.05.2022"	"21"	NA	"09"	"30"	10.6	"NOR"	0	"VA0015K"	"01"	"Vanlig kvote"
"1900576"	1	"2013"	"VA0003K"	2022	"26.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900180"	2	"2013"	"VA0085S"	2022	"12.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900174"	2	"2013"	"VA0085S"	2022	"11.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900145"	1	"2013"	"VA0085S"	2022	"30.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900195"	2	"2013"	"VA0085S"	2022	"18.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900183"	1	"2013"	"VA0085S"	2022	"13.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900164"	1	"2013"	"VA0003K"	2022	"07.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900143"	1	"2013"	"VA0025K"	2022	"30.06.2022"	"34"	NA	"09"	"12"	9.6	"NOR"	8	"VA0025K"	"01"	"Vanlig kvote"
"1900065"	1	"2013"	"VA0015K"	2022	"31.05.2022"	"21"	NA	"09"	"12"	10.6	"NOR"	0	"VA0015K"	"01"	"Vanlig kvote"
"1900034"	1	"2013"	"VA0009K"	2022	"01.05.2022"	"21"	NA	"09"	"30"	10.99	"NOR"	0	"VA0009K"	"01"	"Vanlig kvote"
"1900535"	1	"2013"	"VA0003K"	2022	"21.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900361"	1	"2013"	"VA0085S"	2022	"25.08.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900223"	2	"2013"	"VA0015K"	2022	"28.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900088"	1	"2013"	"VA0003K"	2022	"09.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900139"	1	"2013"	"VA0015K"	2022	"29.06.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900131"	1	"2013"	"VA0015K"	2022	"27.06.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900132"	1	"2013"	"VA0085S"	2022	"27.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900136"	1	"2013"	"VA0085S"	2022	"28.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900050"	1	"2013"	"VA0015K"	2022	"19.05.2022"	"21"	NA	"09"	"30"	10.6	"NOR"	0	"VA0015K"	"01"	"Vanlig kvote"
"1900584"	1	"2013"	"VA0003K"	2022	"27.09.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900491"	1	"2013"	"VA0085S"	2022	"12.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900151"	1	"2013"	"VA0015K"	2022	"01.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900085"	1	"2013"	"VA0003K"	2022	"08.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	0	"VA0003K"	"01"	"Vanlig kvote"
"1900165"	1	"2013"	"VA0085S"	2022	"07.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900160"	1	"2013"	"VA0085S"	2022	"06.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900134"	1	"2013"	"VA0003K"	2022	"28.06.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900179"	2	"2013"	"VA0003K"	2022	"12.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900149"	1	"2013"	"VA0085S"	2022	"01.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900184"	2	"2013"	"VA0003K"	2022	"13.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900079"	1	"2013"	"VA0085S"	2022	"08.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900037"	1	"2013"	"VA0076K"	2022	"05.05.2022"	"21"	NA	"09"	"30"	10.65	"NOR"	0	"VA0076K"	"01"	"Vanlig kvote"
"1900440"	1	"2013"	"VA0085S"	2022	"05.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900362"	1	"2013"	"VA0003K"	2022	"25.08.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900110"	1	"2013"	"VA0085S"	2022	"17.06.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900198"	1	"2013"	"VA0015K"	2022	"19.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900166"	1	"2013"	"VA0003K"	2022	"08.07.2022"	"34"	NA	"09"	"12"	10.05	"NOR"	8	"VA0003K"	"01"	"Vanlig kvote"
"1900199"	1	"2013"	"VA0085S"	2022	"19.07.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900646"	1	"2013"	"VA0085S"	2022	"04.10.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900585"	1	"2013"	"VA0085S"	2022	"27.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900577"	1	"2013"	"VA0085S"	2022	"26.09.2022"	"34"	NA	"09"	"12"	9.69	"NOR"	8	"VA0085S"	"01"	"Vanlig kvote"
"1900107"	1	"2013"	"VA0076K"	2022	"17.06.2022"	"21"	NA	"09"	"12"	10.65	"NOR"	8	"VA0076K"	"01"	"Vanlig kvote"
"1900077"	1	"2013"	"VA0015K"	2022	"04.06.2022"	"21"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900040"	2	"2013"	"VA0015K"	2022	"04.05.2022"	"21"	NA	"09"	"30"	10.6	"NOR"	0	"VA0015K"	"01"	"Vanlig kvote"
"4009043"	1	"2013"	"VA0015K"	2022	"25.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900190"	2	"2013"	"VA0015K"	2022	"15.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900190"	1	"2013"	"VA0015K"	2022	"15.07.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
"1900108"	1	"2013"	"VA0015K"	2022	"17.06.2022"	"34"	NA	"09"	"12"	10.6	"NOR"	8	"VA0015K"	"01"	"Vanlig kvote"
